,Position,Track Name,Artist,Streams,URL,Year,Month,Day,Region,Age on Chart
153,54,Uyan,Velet,27054,https://open.spotify.com/track/5jpgdY7oK3z09QCLZwPM3o,2019,1,2,tr,1
154,55,Bazen (feat. Emel),Ezhel,26901,https://open.spotify.com/track/6qkXhA5mVvG1DLyliRS1Yf,2019,1,2,tr,1
155,56,Solo (feat. Demi Lovato),Clean Bandit,26298,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,2019,1,2,tr,1
156,57,Sıfır Sıkıntı,Istanbul Trip,26229,https://open.spotify.com/track/2gCZGzOm3XP7WlQH0IzmYX,2019,1,2,tr,1
157,58,Salla,Aynur Aydın,26017,https://open.spotify.com/track/529wAW5scRR1yMBD3nGnqF,2019,1,2,tr,1
158,59,"thank u, next",Ariana Grande,25442,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,2019,1,2,tr,1
159,60,Kabahat Bende,Buray,25150,https://open.spotify.com/track/3UgBLWFgadLahNGxTDYG2d,2019,1,2,tr,1
160,61,Şehrimin Tadı,Ezhel,25149,https://open.spotify.com/track/5JaXKUIcNxwSuUyD4CsphL,2019,1,2,tr,1
161,62,Natural,Imagine Dragons,25121,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,2019,1,2,tr,1
162,63,Lafügüzaf,Gökhan Türkmen,25069,https://open.spotify.com/track/3pZDZloBhUwlKA5O6JzXXa,2019,1,2,tr,1
163,64,Legal,Khontkar,24683,https://open.spotify.com/track/6z9vDgzUUYTdvIikaMIEVt,2019,1,2,tr,1
164,65,Heyecanı Yok,Gazapizm,24260,https://open.spotify.com/track/4sa0pXDdQkBZ1r5NZWQJyV,2019,1,2,tr,1
165,66,Bohemian Rhapsody - Remastered 2011,Queen,24202,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,2019,1,2,tr,1
166,67,Bodrum,Yüzyüzeyken Konuşuruz,24196,https://open.spotify.com/track/7DarbtpxRUG5POF3ifwu61,2019,1,2,tr,1
167,68,Kimlerdensin,Ben Fero,24024,https://open.spotify.com/track/1psWA3Ebu3SuGtPuptaYjR,2019,1,2,tr,1
168,69,Nilüfer,Müslüm Gürses,23737,https://open.spotify.com/track/3yYHAwO4K7AYGyPCsObCtl,2019,1,2,tr,1
169,70,Düşün ki,Sancak,23505,https://open.spotify.com/track/58N360dQMsyXxgU8pA5vxb,2019,1,2,tr,1
170,71,Kayboluyorum (Süt),Sedef Sebüktekin,23375,https://open.spotify.com/track/62RIgScHsRDWQHwBGVBvDF,2019,1,2,tr,1
171,72,Sandal,Yüzyüzeyken Konuşuruz,23188,https://open.spotify.com/track/7ouMGV7ScnMUGXKFGAGjXe,2019,1,2,tr,1
172,73,Wow.,Post Malone,23137,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019,1,2,tr,1
173,74,Yalnız Çiçek,Aleyna Tilki,22984,https://open.spotify.com/track/4CCYUYAzFBvD2omNu9EGPI,2019,1,2,tr,1
174,75,Cambaz,mor ve ötesi,22775,https://open.spotify.com/track/2fMhwt77wUh3noEuedB3Nt,2019,1,2,tr,1
175,76,Bileklerime Kadar Acıyo,İdo Tatlıses,22609,https://open.spotify.com/track/5MS3WBYfG0ESHzc6WnB9aZ,2019,1,2,tr,1
176,77,Sen Benim Şarkılarımsın,Cem Adrian,22469,https://open.spotify.com/track/79MWhuYapVlBQ4ozGVdO6e,2019,1,2,tr,1
177,78,Ben Bazen,Simge,22065,https://open.spotify.com/track/27lKzu8eKwNUxtTUvSDpBN,2019,1,2,tr,1
178,79,Canın Çıkar,Khontkar,21812,https://open.spotify.com/track/5egx5XspJEASDzS0ICQNQk,2019,1,2,tr,1
179,80,Alo,Ezhel,21761,https://open.spotify.com/track/3hdXIz9eY9u5QoEUkBs5yN,2019,1,2,tr,1
