Position,Track Name,Artist,Streams,URL,Year,Month,Day,Region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
19,imagine,Ariana Grande,18185,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F,2019,1,1,nz,0.714,0.474,8,-4.993,1,0.039,0.374,0,0.106,0.376,62.484,212293,3
20,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,18167,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,2019,1,1,nz,0.574,0.758,1,-5.029,0,0.0621,0.0969,0,0.395,0.492,144.111,182623,4
21,Be Alright,Dean Lewis,18090,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,2019,1,1,nz,0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,196373,4
22,Bad Liar,Imagine Dragons,18064,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,2019,1,1,nz,0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,260773,4
23,Always Remember Us This Way,Lady Gaga,16743,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,2019,1,1,nz,0.553,0.502,0,-5.972,1,0.0409,0.299,0,0.764,0.296,129.976,210200,4
24,High Hopes,Panic! At The Disco,16733,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019,1,1,nz,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4
25,Girls Like You (feat. Cardi B),Maroon 5,16444,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2019,1,1,nz,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4
26,Better Now,Post Malone,15842,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2019,1,1,nz,0.68,0.563,10,-5.843,1,0.0454,0.354,0,0.136,0.374,145.028,231267,4
27,Promises (with Sam Smith),Calvin Harris,15397,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2019,1,1,nz,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309,4
28,Going Bad (feat. Drake),Meek Mill,15250,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2019,1,1,nz,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,180522,4
29,Let You Love Me,Rita Ora,15011,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,2019,1,1,nz,0.475,0.846,10,-3.344,1,0.283,0.275,0,0.0824,0.451,96.036,191120,4
30,Love Someone,Lukas Graham,14844,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,2019,1,1,nz,0.538,0.409,9,-6.581,0,0.0505,0.172,0,0.11,0.265,171.838,205440,4
31,Bohemian Rhapsody - Remastered 2011,Queen,14781,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,2019,1,1,nz,0.397,0.396,3,-9.91,1,0.05,0.254,0,0.268,0.227,142.913,354320,4
32,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,14614,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,2019,1,1,nz,0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06e-06,0.126,0.288,104.969,198903,4
33,Taste (feat. Offset),Tyga,14319,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,2019,1,1,nz,0.884,0.559,0,-7.442,1,0.12,0.0236,0,0.101,0.342,97.994,232959,4
34,Lucid Dreams,Juice WRLD,13887,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,2019,1,1,nz,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836,4
35,I Like It,Cardi B,13620,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,2019,1,1,nz,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,4
