Position,Track Name,Artist,Streams,URL,Year,Month,Day,Region
58,Évidemment,Lomepal,59199,https://open.spotify.com/track/43yYuYeSOOupBHOkH9pRtF,2019,1,2,fr
59,Alright,Jain,58528,https://open.spotify.com/track/44ahv3Zj4FOJoy8gJLZF9B,2019,1,2,fr
60,Bébé,MHD,58405,https://open.spotify.com/track/2sjJrFhDT0oP3fyCocTVyX,2019,1,2,fr
61,Ne me ramène pas,Lomepal,58385,https://open.spotify.com/track/0XzLCD3Gnk7G6U72PnOWfr,2019,1,2,fr
62,Balance ton quoi,Angèle,57935,https://open.spotify.com/track/2jX5c5RFp0A9E1GDsvGxIa,2019,1,2,fr
63,A chaque jour...,Dosseh,57932,https://open.spotify.com/track/0Vi7aOPdOU683VUfZ79c0d,2019,1,2,fr
64,Sheitana (feat. Ninho),Hornet La Frappe,57784,https://open.spotify.com/track/1GOIfWQmA3Tp6GlwcCd35K,2019,1,2,fr
65,Le pire,Maître Gims,57429,https://open.spotify.com/track/7HEmn89H6VSTWlio8PVR4C,2019,1,2,fr
66,SAD!,XXXTENTACION,56422,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2019,1,2,fr
67,Adieu bientôt,Columbine,55956,https://open.spotify.com/track/17y8kqTbNDd9QM3j6yln4g,2019,1,2,fr
68,I'm a Mess,Bebe Rexha,55562,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,2019,1,2,fr
69,Without Me,Halsey,54937,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019,1,2,fr
70,Come and Get Your Love - Single Version,Redbone,54340,https://open.spotify.com/track/7GVUmCP00eSsqc4tzj1sDD,2019,1,2,fr
71,Beau la folie,Lomepal,53976,https://open.spotify.com/track/5Dj45c1qB3tCmevdPqvD4f,2019,1,2,fr
72,Monégasque,PLK,53477,https://open.spotify.com/track/7C7l4I5OZHEO1Vbx8SGJC2,2019,1,2,fr
73,Petite fille,Booba,53313,https://open.spotify.com/track/68t93W7Mdwlvia5CpHNsBM,2019,1,2,fr
74,Chambre 122,Koba LaD,53273,https://open.spotify.com/track/3dmSfpPj9OdlU0Mbbs7p6m,2019,1,2,fr
75,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,52945,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z,2019,1,2,fr
76,Et je deviens fou,Jul,52941,https://open.spotify.com/track/6PTvE2gQraGPgXUGmYhvwV,2019,1,2,fr
77,Jalousie,Angèle,52569,https://open.spotify.com/track/3U5x1rplpJNKR3Xg88EfLi,2019,1,2,fr
